epoch,loss,Recall,Precision,F1
773,0.899,0.495,0.887,0.636
774,0.889,0.495,0.885,0.635
775,0.884,0.494,0.886,0.634
776,0.908,0.494,0.884,0.634
777,0.912,0.495,0.886,0.635
778,0.905,0.495,0.886,0.635
779,0.900,0.496,0.886,0.636
780,0.933,0.496,0.886,0.636
781,0.881,0.495,0.886,0.636
782,0.887,0.496,0.885,0.636
783,0.891,0.495,0.884,0.635
784,0.896,0.495,0.883,0.635
785,0.901,0.495,0.884,0.635
786,0.888,0.496,0.882,0.635
787,0.883,0.496,0.884,0.636
788,0.901,0.497,0.884,0.636
789,0.878,0.496,0.883,0.636
790,0.865,0.496,0.883,0.635
791,0.882,0.497,0.883,0.636
792,0.852,0.498,0.883,0.637
793,0.914,0.498,0.882,0.637
794,0.875,0.498,0.882,0.637
795,0.863,0.499,0.882,0.637
796,0.880,0.497,0.882,0.636
797,0.872,0.499,0.882,0.637
798,0.882,0.499,0.881,0.637
799,0.868,0.500,0.883,0.638
800,0.870,0.501,0.884,0.639
801,0.891,0.501,0.885,0.640
802,0.867,0.502,0.885,0.641
803,0.866,0.503,0.884,0.641
804,0.880,0.501,0.883,0.640
805,0.888,0.501,0.882,0.639
806,0.863,0.502,0.883,0.640
807,0.868,0.503,0.884,0.641
808,0.854,0.503,0.883,0.641
809,0.854,0.503,0.882,0.640
810,0.859,0.502,0.882,0.640
811,0.857,0.502,0.883,0.640
812,0.866,0.503,0.881,0.640
813,0.874,0.502,0.880,0.639
814,0.862,0.503,0.881,0.640
815,0.859,0.505,0.881,0.642
816,0.858,0.504,0.880,0.641
817,0.855,0.504,0.880,0.641
818,0.862,0.504,0.879,0.641
819,0.851,0.503,0.880,0.640
820,0.862,0.503,0.881,0.640
821,0.874,0.503,0.880,0.640
822,0.842,0.503,0.879,0.640
823,0.848,0.502,0.878,0.639
824,0.834,0.502,0.877,0.639
825,0.882,0.501,0.875,0.637
826,0.860,0.501,0.875,0.637
827,0.844,0.503,0.876,0.639
828,0.845,0.502,0.877,0.639
829,0.890,0.503,0.876,0.639
830,0.857,0.504,0.877,0.640
831,0.858,0.504,0.877,0.640
832,0.846,0.505,0.877,0.640
833,0.855,0.505,0.877,0.641
834,0.867,0.505,0.877,0.641
835,0.853,0.505,0.878,0.641
836,0.844,0.507,0.878,0.643
837,0.851,0.506,0.876,0.642
838,0.876,0.506,0.875,0.641
839,0.847,0.505,0.876,0.641
840,0.826,0.506,0.876,0.641
841,0.865,0.506,0.875,0.641
842,0.829,0.505,0.875,0.641
843,0.857,0.506,0.874,0.641
844,0.841,0.506,0.876,0.642
845,0.848,0.506,0.875,0.641
846,0.853,0.506,0.875,0.641
847,0.839,0.505,0.874,0.640
848,0.850,0.506,0.874,0.641
849,0.874,0.507,0.874,0.642
850,0.859,0.506,0.874,0.641
851,0.847,0.507,0.873,0.642
852,0.840,0.509,0.875,0.643
853,0.842,0.508,0.875,0.643
854,0.832,0.509,0.875,0.644
855,0.847,0.509,0.874,0.643
856,0.839,0.509,0.874,0.643
857,0.842,0.510,0.875,0.645
858,0.856,0.510,0.875,0.645
859,0.844,0.511,0.875,0.645
860,0.821,0.511,0.874,0.645
861,0.823,0.512,0.874,0.646
862,0.858,0.511,0.875,0.645
863,0.838,0.511,0.875,0.645
864,0.846,0.511,0.875,0.645
865,0.844,0.511,0.875,0.646
866,0.824,0.511,0.875,0.645
867,0.829,0.509,0.874,0.644
868,0.856,0.510,0.874,0.644
869,0.811,0.510,0.873,0.644
870,0.837,0.510,0.872,0.644
871,0.832,0.511,0.872,0.644
872,0.862,0.511,0.871,0.644
873,0.829,0.511,0.870,0.644
874,0.815,0.511,0.872,0.645
875,0.814,0.510,0.871,0.644
876,0.815,0.510,0.869,0.643
877,0.814,0.510,0.869,0.643
878,0.831,0.510,0.870,0.643
879,0.815,0.509,0.871,0.642
880,0.829,0.509,0.872,0.643
881,0.822,0.509,0.872,0.643
882,0.838,0.510,0.872,0.644
883,0.828,0.510,0.871,0.643
884,0.826,0.510,0.873,0.644
885,0.825,0.510,0.873,0.644
886,0.808,0.511,0.873,0.645
887,0.813,0.511,0.872,0.645
888,0.828,0.512,0.872,0.645
889,0.815,0.512,0.873,0.646
890,0.808,0.513,0.874,0.646
891,0.829,0.513,0.875,0.647
892,0.860,0.512,0.875,0.646
893,0.807,0.512,0.874,0.646
894,0.818,0.512,0.874,0.646
895,0.817,0.512,0.874,0.645
896,0.842,0.512,0.874,0.645
897,0.799,0.512,0.873,0.645
898,0.835,0.513,0.875,0.647
899,0.826,0.513,0.875,0.647
900,0.789,0.513,0.876,0.647
901,0.812,0.514,0.877,0.648
902,0.803,0.515,0.877,0.649
903,0.795,0.516,0.877,0.650
904,0.800,0.516,0.877,0.650
905,0.802,0.516,0.878,0.650
906,0.806,0.515,0.878,0.650
907,0.806,0.516,0.878,0.650
908,0.816,0.516,0.879,0.650
909,0.814,0.516,0.877,0.650
910,0.799,0.517,0.878,0.651
911,0.790,0.518,0.879,0.652
912,0.811,0.516,0.877,0.650
913,0.805,0.516,0.876,0.649
914,0.798,0.516,0.875,0.649
915,0.806,0.515,0.875,0.649
916,0.804,0.516,0.875,0.649
917,0.803,0.516,0.876,0.650
918,0.811,0.517,0.877,0.651
919,0.817,0.517,0.876,0.650
920,0.807,0.517,0.875,0.650
921,0.816,0.519,0.876,0.652
922,0.804,0.518,0.875,0.651
923,0.813,0.517,0.875,0.650
924,0.802,0.517,0.875,0.650
925,0.809,0.518,0.875,0.651
926,0.799,0.518,0.877,0.651
927,0.815,0.517,0.877,0.650
928,0.826,0.517,0.877,0.650
929,0.814,0.518,0.876,0.651
930,0.808,0.517,0.877,0.650
931,0.810,0.517,0.877,0.650
932,0.781,0.517,0.877,0.650
933,0.792,0.517,0.877,0.650
934,0.803,0.517,0.877,0.651
935,0.797,0.517,0.877,0.651
936,0.769,0.517,0.876,0.650
937,0.802,0.517,0.877,0.650
938,0.789,0.517,0.877,0.651
939,0.800,0.517,0.876,0.650
940,0.784,0.517,0.876,0.650
941,0.788,0.517,0.876,0.650
942,0.779,0.517,0.876,0.650
943,0.801,0.516,0.877,0.650
944,0.789,0.516,0.876,0.649
945,0.781,0.516,0.877,0.650
946,0.808,0.516,0.878,0.650
947,0.782,0.516,0.878,0.650
948,0.803,0.517,0.877,0.650
949,0.805,0.517,0.876,0.650
950,0.789,0.517,0.876,0.650
951,0.784,0.517,0.877,0.650
952,0.799,0.517,0.876,0.650
953,0.781,0.518,0.876,0.651
954,0.802,0.517,0.875,0.650
955,0.802,0.516,0.876,0.649
956,0.784,0.516,0.877,0.650
957,0.795,0.516,0.876,0.649
958,0.790,0.515,0.876,0.649
959,0.774,0.516,0.876,0.650
960,0.807,0.517,0.877,0.650
961,0.787,0.517,0.877,0.650
962,0.770,0.518,0.877,0.651
963,0.771,0.518,0.877,0.651
964,0.782,0.518,0.876,0.651
965,0.780,0.519,0.877,0.652
966,0.794,0.520,0.877,0.653
967,0.786,0.521,0.878,0.654
968,0.779,0.521,0.878,0.654
969,0.754,0.521,0.879,0.654
970,0.778,0.522,0.879,0.655
971,0.774,0.522,0.879,0.655
972,0.819,0.522,0.880,0.655
973,0.782,0.523,0.880,0.656
974,0.781,0.523,0.880,0.656
975,0.794,0.524,0.879,0.657
976,0.777,0.524,0.879,0.657
977,0.787,0.524,0.879,0.657
978,0.796,0.525,0.879,0.657
979,0.788,0.524,0.878,0.656
980,0.776,0.524,0.878,0.657
981,0.772,0.525,0.879,0.657
982,0.777,0.524,0.879,0.656
983,0.787,0.523,0.878,0.655
984,0.781,0.523,0.878,0.656
985,0.775,0.524,0.878,0.656
986,0.788,0.524,0.878,0.656
987,0.799,0.524,0.877,0.656
988,0.764,0.524,0.877,0.656
989,0.765,0.525,0.877,0.657
990,0.789,0.525,0.876,0.656
991,0.766,0.524,0.878,0.656
992,0.781,0.525,0.878,0.657
993,0.798,0.525,0.878,0.657
994,0.775,0.524,0.878,0.657
995,0.773,0.524,0.878,0.656
996,0.771,0.524,0.878,0.656
997,0.754,0.525,0.878,0.657
998,0.772,0.525,0.878,0.657
999,0.787,0.524,0.877,0.656
1000,0.764,0.524,0.877,0.656
1001,0.758,0.524,0.878,0.656
1002,0.767,0.525,0.878,0.657
1003,0.770,0.525,0.878,0.657
1004,0.767,0.525,0.878,0.657
1005,0.775,0.525,0.878,0.657
1006,0.757,0.525,0.878,0.657
1007,0.765,0.525,0.878,0.657
1008,0.755,0.525,0.878,0.657
1009,0.776,0.525,0.878,0.657
1010,0.785,0.526,0.878,0.658
1011,0.765,0.525,0.878,0.657
1012,0.756,0.525,0.878,0.657
1013,0.772,0.525,0.878,0.657
1014,0.757,0.526,0.879,0.658
1015,0.760,0.525,0.878,0.657
1016,0.741,0.525,0.878,0.657
1017,0.775,0.525,0.878,0.657
1018,0.764,0.525,0.878,0.657
1019,0.765,0.525,0.878,0.657
1020,0.785,0.525,0.878,0.657
1021,0.773,0.525,0.878,0.657
1022,0.760,0.525,0.878,0.657
1023,0.786,0.525,0.877,0.657
1024,0.755,0.524,0.878,0.656
1025,0.748,0.525,0.877,0.657
1026,0.762,0.524,0.878,0.656
1027,0.758,0.524,0.878,0.656
1028,0.805,0.525,0.878,0.657
1029,0.789,0.524,0.878,0.657
1030,0.774,0.524,0.879,0.657
1031,0.767,0.524,0.879,0.656
1032,0.777,0.524,0.878,0.656
1033,0.778,0.524,0.878,0.656
1034,0.757,0.524,0.877,0.656
1035,0.762,0.523,0.877,0.656
1036,0.771,0.524,0.878,0.656
1037,0.737,0.524,0.878,0.656
1038,0.784,0.524,0.878,0.657
1039,0.746,0.525,0.879,0.658
1040,0.763,0.526,0.879,0.658
1041,0.777,0.525,0.878,0.657
1042,0.748,0.525,0.878,0.657
1043,0.759,0.525,0.878,0.657
1044,0.744,0.526,0.878,0.658
1045,0.750,0.526,0.878,0.658
1046,0.759,0.526,0.878,0.658
1047,0.756,0.526,0.878,0.658
1048,0.768,0.527,0.878,0.658
1049,0.750,0.527,0.878,0.658
1050,0.753,0.527,0.878,0.658
1051,0.779,0.527,0.878,0.658
1052,0.744,0.526,0.878,0.658
1053,0.762,0.527,0.878,0.658
1054,0.762,0.527,0.878,0.658
1055,0.752,0.527,0.877,0.659
1056,0.762,0.527,0.877,0.659
1057,0.763,0.527,0.877,0.659
1058,0.752,0.526,0.877,0.658
1059,0.750,0.527,0.877,0.658
1060,0.742,0.527,0.877,0.658
1061,0.755,0.527,0.877,0.658
1062,0.738,0.527,0.876,0.658
1063,0.755,0.527,0.876,0.658
1064,0.781,0.528,0.876,0.659
1065,0.741,0.528,0.876,0.659
1066,0.758,0.528,0.876,0.659
1067,0.760,0.528,0.876,0.659
1068,0.739,0.528,0.876,0.659
1069,0.740,0.528,0.876,0.659
1070,0.784,0.528,0.876,0.658
1071,0.761,0.528,0.876,0.658
1072,0.767,0.527,0.875,0.658
1073,0.750,0.528,0.876,0.659
1074,0.757,0.528,0.876,0.658
1075,0.762,0.528,0.876,0.659
1076,0.753,0.528,0.876,0.659
1077,0.756,0.528,0.875,0.659
1078,0.759,0.527,0.875,0.658
1079,0.766,0.527,0.875,0.658
1080,0.767,0.527,0.875,0.658
1081,0.764,0.528,0.875,0.658
1082,0.755,0.528,0.874,0.658
1083,0.758,0.528,0.875,0.659
1084,0.762,0.528,0.876,0.658
1085,0.762,0.528,0.875,0.659
1086,0.760,0.528,0.875,0.659
1087,0.745,0.528,0.874,0.658
1088,0.758,0.527,0.874,0.657
1089,0.743,0.527,0.873,0.657
1090,0.746,0.527,0.875,0.657
1091,0.749,0.525,0.874,0.656
1092,0.752,0.524,0.872,0.655
1093,0.740,0.525,0.872,0.656
1094,0.761,0.526,0.873,0.657
1095,0.758,0.526,0.874,0.657
1096,0.781,0.526,0.873,0.656
1097,0.745,0.526,0.873,0.656
1098,0.766,0.526,0.873,0.657
1099,0.768,0.526,0.873,0.657
1100,0.749,0.526,0.873,0.657
1101,0.735,0.526,0.873,0.657
1102,0.751,0.527,0.873,0.657
1103,0.759,0.527,0.872,0.657
1104,0.755,0.527,0.872,0.657
1105,0.745,0.527,0.872,0.657
1106,0.755,0.528,0.872,0.657
1107,0.750,0.528,0.872,0.657
1108,0.745,0.528,0.872,0.657
1109,0.750,0.528,0.872,0.658
1110,0.763,0.528,0.872,0.658
1111,0.736,0.529,0.873,0.659
1112,0.731,0.529,0.873,0.659
1113,0.754,0.529,0.872,0.658
1114,0.735,0.529,0.872,0.659
1115,0.749,0.529,0.871,0.659
1116,0.744,0.529,0.871,0.658
1117,0.742,0.529,0.871,0.659
1118,0.745,0.530,0.872,0.660
1119,0.736,0.530,0.872,0.659
1120,0.753,0.529,0.872,0.659
1121,0.746,0.529,0.872,0.659
1122,0.739,0.529,0.871,0.659
1123,0.743,0.529,0.871,0.659
1124,0.729,0.530,0.872,0.659
1125,0.728,0.530,0.872,0.659
1126,0.739,0.530,0.871,0.659
1127,0.761,0.530,0.871,0.659
1128,0.742,0.530,0.871,0.659
1129,0.716,0.530,0.872,0.659
1130,0.770,0.530,0.872,0.659
1131,0.765,0.530,0.871,0.659
1132,0.753,0.530,0.871,0.659
1133,0.754,0.530,0.872,0.660
1134,0.734,0.530,0.872,0.659
1135,0.755,0.531,0.872,0.660
1136,0.751,0.531,0.872,0.660
1137,0.734,0.530,0.872,0.659
1138,0.752,0.530,0.872,0.660
1139,0.747,0.530,0.872,0.660
1140,0.770,0.530,0.871,0.659
1141,0.728,0.530,0.871,0.659
1142,0.745,0.530,0.871,0.659
1143,0.748,0.530,0.871,0.659
1144,0.746,0.530,0.871,0.659
1145,0.747,0.530,0.872,0.659
1146,0.742,0.530,0.871,0.659
1147,0.726,0.530,0.870,0.659
1148,0.741,0.530,0.870,0.658
1149,0.751,0.530,0.870,0.658
1150,0.741,0.530,0.870,0.659
1151,0.740,0.530,0.870,0.659
1152,0.743,0.530,0.870,0.659
1153,0.738,0.532,0.871,0.660
1154,0.740,0.532,0.871,0.660
1155,0.743,0.532,0.870,0.660
1156,0.747,0.532,0.870,0.660
1157,0.728,0.532,0.871,0.660
1158,0.733,0.532,0.871,0.660
1159,0.742,0.533,0.871,0.661
1160,0.728,0.533,0.871,0.661
1161,0.756,0.533,0.871,0.661
1162,0.720,0.533,0.871,0.661
1163,0.745,0.533,0.871,0.661
1164,0.739,0.532,0.871,0.661
1165,0.743,0.533,0.871,0.661
1166,0.718,0.533,0.872,0.662
1167,0.725,0.534,0.870,0.662
1168,0.749,0.534,0.872,0.662
1169,0.748,0.534,0.872,0.662
1170,0.737,0.534,0.872,0.662
1171,0.757,0.535,0.872,0.663
1172,0.723,0.535,0.872,0.663
1173,0.758,0.535,0.872,0.663
1174,0.737,0.535,0.872,0.663
1175,0.760,0.534,0.872,0.662
1176,0.734,0.533,0.872,0.662
1177,0.731,0.533,0.872,0.662
1178,0.752,0.533,0.871,0.661
1179,0.765,0.533,0.871,0.661
1180,0.730,0.533,0.872,0.662
1181,0.730,0.533,0.871,0.661
1182,0.732,0.533,0.871,0.661
1183,0.737,0.533,0.871,0.661
1184,0.731,0.533,0.872,0.662
1185,0.730,0.533,0.871,0.662
1186,0.739,0.533,0.872,0.662
1187,0.726,0.533,0.873,0.662
1188,0.736,0.533,0.873,0.662
1189,0.737,0.533,0.873,0.662
1190,0.744,0.533,0.873,0.661
1191,0.742,0.532,0.873,0.661
1192,0.746,0.532,0.873,0.661
1193,0.741,0.532,0.874,0.661
1194,0.741,0.532,0.874,0.661
1195,0.719,0.533,0.874,0.662
1196,0.745,0.533,0.874,0.663
1197,0.738,0.533,0.873,0.662
1198,0.746,0.534,0.873,0.663
1199,0.768,0.534,0.872,0.663
1200,0.734,0.534,0.872,0.663
